id	count	familiarity	hotttnesss	names
AR0GB821187B99FE96	1	0.5102598287791791	0.36305024679135633	Dean Evenson
AR0GGKI1187FB391D5	4	0.6226841673398639	0.37374954905617463	Eddie
AR0I2BV1187FB3D89F	2	0.5462067114110242	0.35451734261033724	Enslavement Of Beauty
AR0IAWL1187B9A96D0	2	0.3318741464569221	0.2771195134672702	Danilo Perez
AR0ILWV1187FB47CAA	1	0.5820347959534041	0.4690559757440672	Mouth Of The Architect
AR0IVSA1187FB4F069	5	0.7765989678295455	0.49007958418342873	Helmet
AR0J0OD1187FB3AFB5	2	0.5820617444569258	0.40491001355045914	The Scare
AR0JEOI1187B98B918	4	0.37703408512839853	0.3361911556849339	Erik Berglund
AR0JPOG1187FB37383	7	0.5771581238137459	0.5121972430113413	Lyrics Born
AR0JURX1187FB3C8FF	1	0.58763067995605	0.36615794489505216	Illya Kuryaki And The Valderramas
AR0JVUH1187B9918B5	2	0.2823175882878433	0.1041016658320962	Oscar Lima
AR0KBXO1187B996460	7	0.9289369261885644	0.5985554118943955	Slipknot
AR0LCRP1187B9B4C5A	1	0.05340997346099062	0.0	Patrick Samson
AR0LPDJ1187B9919F1	1	0.3708488714955479	0.3268101229185471	Derek Bell
AR0LVFQ1187B9A84E0	5	0.4580551793630036	0.37176089539478846	Jason Miles
AR0N0DX1187FB41327	2	0.6371812839675844	0.4491399510400711	The Master Musicians of Jajouka featuring Bachir Attar
AR0N8D61187FB3D0D6	2	0.6428707133369655	0.4633914520118502	Kaizers Orchestra
AR0N9BV1187FB3AD01	2	0.5564100130893208	0.39659627481766685	Gene Pitney
AR0NKFJ1187B9AF1FF	2	0.4893600464920905	0.3621134776387494	Neil Innes
AR0NQD81187FB3AD13	2	0.4420249810973847	0.28603261691822185	Gary Morris
AR0NS5Z1187B99AF79	3	0.5281976856823236	0.33455514556052596	Zuma
AR0O3AV1187FB4D030	9	0.7014417589824127	0.5043077259823238	Wayne Kramer
AR0OEYB1187FB4A81E	4	0.4217922530276164	0.31920972076720344	Catherine Howe
AR0OQPL1187B9B549A	2	0.7520580962372019	0.4863705097457527	Kirk Franklin
AR0OTEX1187FB3600D	5	0.44772507538755363	0.3511702117219038	Los Del Rio
AR0PUK71187B9AC3C0	4	0.49219933133362154	0.3449724560901687	Marvin Hamlisch
AR0Q5531187FB45143	2	0.44545686100701365	0.28766794117204075	Dallas Holm
AR0QL3J1187FB3748E	4	0.588140722447072	0.3667412331807846	Clara Nunes
AR0QS8F1187B9ADC96	6	0.4986768303970954	0.35416895482890376	Sandy Lam
AR0QT3O1187FB56860	2	0.5227140752907256	0.3858666236406792	Ronnie Drew
AR0RCMP1187FB3F427	7	0.5237146369702328	0.3846110839616365	Billie Jo Spears
AR0S0EO1187FB490BE	2	0.5182916460696715	0.3756769293497006	Disco D
AR0S7TA1187FB4D024	5	0.831240276991066	0.7257460818523215	Christina Aguilera
AR0SG9V1187FB48F36	1	0.3600780657173263	0.2585051608891583	Esion Jim
AR0SY101187B9B44BE	1	0.4727702742433131	0.3494579290257509	For Squirrels
AR0SZW11187B98C5E5	1	0.5300303136186575	0.34440257522687245	Beat Pharmacy
AR0TZ7T1187B994E37	1	0.44615150489083594	0.31126988471266326	"Dave ""Baby"" Cortez"
AR0U44O1187B99007C	2	0.6147555886925882	0.396490351911818	Republica;Jonny Male;Dave Arch
AR0V0SR1187B99DDB4	1	0.4468012701781473	0.3237570153347115	Sukhbir
AR0V36F1187FB366B1	5	0.6626702064875899	0.3789698005016593	The Chieftains;Colin James
AR0VIQV1187B9978F8	1	0.4406619729005957	0.2938429554280878	The Products
AR0VR1O1187B9A0F1F	1	0.5960115042023844	0.3503493043539453	Truckfighters
AR0VS771187B99564F	2	0.31986832417895167	0.19553182837458385	Rocky Hill
AR0VZWC1187B99BA57	4	0.6683706115518646	0.45755390983649336	The Berzerker
AR0WAW61187B98B7D7	3	0.467413843769302	0.372737613340037	Doug MacLeod
AR0WCZW1187B99F592	2	0.6385906166612958	0.4160192338658662	Tommy Torres
AR0WGXC1187B9AAC99	5	0.6748394358233949	0.4254506138636907	Slum Village
AR0WLH6119B8669027	2	0.7957297002375034	0.6935247202371391	Owl City
AR0WM6W1187FB46730	1	0.6024282060712299	0.3804066920288365	Marc Et Claude
AR0WQ1Q1187B992E16	2	0.3467445104799772	0.3067840169704845	Richard Smith
AR0WV4Y1187B99B806	1	0.4918359590583831	0.38941401403392173	Rhian Benson
AR0WXWU1187B9AB33F	1	0.4565995890497143	0.18639631853938754	The Red Telephone
AR0X3JJ1187FB3A9A7	9	0.6357570221000797	0.3794369722404727	Hank Locklin
AR0XJ291187FB45855	1	0.46480772620379296	0.3670667055472891	Drexel
AR0XSOO1187B9B9E88	3	0.7004466143862085	0.528795206130862	Buzzcocks
AR0ZBRM1187FB54F5E	1	0.589483405910474	0.37674542898895297	Dala
AR1072G1187FB5B351	1	0.5788817037720932	0.44490014932326255	Tabu feat. Mitzib
AR107SB1187B9A79F9	8	0.37385062304422495	0.1489854809922737	Bézu
AR109IQ1187B98E487	1	0.5013627000835964	0.3759776544837427	JK
AR10USD1187B99F3F1	7	0.8011364496076413	0.6055071356905752	Silverstein
AR11NP91187B9901B4	5	0.573612399374637	0.37225120793006455	The Roches
AR11YQ81187FB3C654	3	0.827409365182026	0.5769022809896106	Dixie Chicks
AR1206S1187B9AF3EA	2	0.29343300690318147	0.0	Albert Préjean
AR126G61187B9B88A6	5	0.48446304405210033	0.3425370031626706	Candy Lo
AR12EOE1187FB3AE26	3	0.5874664367479099	0.48519826314379494	The Pineapple Thief
AR12F2S1187FB56EEF	12	0.8725365986697359	0.6107314629039089	Aerosmith
AR12MUW1187B9A5DF4	1	0.4248494750197992	0.2846889553082228	Ricardo Lemvo
AR12P091187B99B50F	1	0.29107024504882967	0.23829280794184393	Daylight Torn
AR137UW1187B98CCBA	3	0.3947682706531907	0.17541118109433804	Charlie Byrd Trio
AR13CXU1187B9AD30A	5	0.775797362701256	0.6011860594553833	The Clash
AR14CJ91187FB3A994	5	0.5641289501467455	0.3977756543226217	Eddy Arnold
AR1518Q1187B98A906	1	0.5632405474233795	0.373282313216811	Poptart Monkeys
AR15FQ11187FB36BE8	1	0.6111718220586841	0.3999677576589234	Chaka Demus & Pliers
AR15O341187B9B182C	4	0.34416504941451576	0.30318955663217473	Natassa Theodoridou
AR15YLD1187FB3D4DD	4	0.4059239066513581	0.281396284444565	John Tchicai
AR163QH1187FB42E0D	1	0.5272798428456179	0.32066001716268466	Terry Dexter
AR16GSC1187B9A6291	3	0.7670202104042977	0.6295148000131604	Eagles
AR16NGV1187FB5B8BC	4	0.5328453025595845	0.3505121318380373	Kruger
AR16T2D1187B98ABF4	2	0.38472013841978675	0.0	Zimbabwe Legit
AR180PG1187B997BAE	1	0.387831052272736	0.26949647853738856	Donnie Brooks
AR189B91187B9B8D9C	5	0.6949834090734855	0.42978028579125227	Gustavo Cerati
AR18AJW1187FB3F9FA	2	0.537385267380566	0.37054072644269315	F.I.R.
AR18B3W1187B9A5AAA	2	0.330647051543128	0.27326920934385807	Louisa Mark
AR18SS11187FB4852B	1	0.6852219344536965	0.42603566209896326	Dope Stars Inc.
AR18VAV1187B9AEC0C	1	0.6103494264381438	0.34948338889553854	Neon Blonde
AR190KO1187B9905EC	2	0.7829842111650066	0.6751177188292041	Sick Puppies
AR198711187B9AD09F	6	0.7315905924570357	0.4985636112679809	Simply Red
AR199MY1187B9B731E	3	0.4212091465733053	0.2946078927864776	Madilu System
AR19GQN1187FB3ACF5	2	0.5638459847801999	0.34454060084591037	The Bucketheads
AR19JS91187B98CB66	3	0.5248213928703827	0.3621621590015373	Captain Hollywood Project
AR19QNR1187B9A13C5	3	0.7756003458272162	0.4349226453121121	Cassidy
AR19QZ01187B99C74D	1	0.4350266840034209	0.3253338719526037	Kako
AR19SOA1187B98F6E6	3	0.4342720374495127	0.30150246185842855	Bob Neuwirth
AR1ABAO1187FB531E1	5	0.8389243105071171	0.6077927514628412	Alice Cooper
AR1AIC51187B98C03F	2	0.48676678200099577	0.3361063415448203	Theodor Zox
AR1BA6K1187B9A5656	1	0.35313557581669314	0.3007431863328622	Helen O'Connell
AR1BZED1187FB4CDEE	1	0.49107181419176804	0.30225568919145124	Wendy Moten
AR1CB5G1187B9AFB8E	2	0.7978900102192453	0.5313993292438672	Electric Light Orchestra
AR1CD5Z1187B98F2C2	4	0.725974866335633	0.46397951389833614	Pat Metheny
AR1DC0611A348EFB30	4	0.5285279585818009	0.33567760937721514	Statues
AR1DGSO1187FB59B15	4	0.4507431775216858	0.3312149897920565	Eddie Turner
AR1DLF21187FB3CBF0	5	0.5650898922038983	0.44859380261178367	4Him
AR1DR0E1187FB48F61	4	0.6033831452716363	0.42212719929260334	Kathy Mattea
AR1E4V11187B99F400	2	0.5692453957724605	0.42779569889631297	Telecast
AR1F3IJ1187B9980B4	1	0.43232376829563846	0.29780931301476227	The Galactic Heroes
AR1FOAY11C8A415F1E	1	0.05430624056077625	0.0	Angela Stewart
AR1GNFR1187B9AD1FD	1	0.7967974140785481	0.453259925068964	The Exies
AR1GW0U1187B9B29FD	1	0.4325296591938823	0.33938512578612073	Prince With 94 East
AR1GYND1187B9A9CD3	3	0.5678142640009771	0.37668863102209926	Diesel Boy
AR1H4F51187B9946A5	1	0.5084959132612856	0.40576703295743805	Sunidhi Chauhan / Anu Malik / Jatin Sharma
AR1HK7B1187FB55747	1	0.6326087489832906	0.43185418323886204	TYR
AR1I9KS1187B9AEFD4	1	0.5926995482259155	0.42954508463316393	SKYCLAD
AR1IL0W1187FB58B65	1	0.4333963072238412	0.27009371312508557	Rhinostar
AR1IY3B1187B98B384	3	0.47921800091105654	0.33285651445677245	Joanna Connor
AR1IY711187B9B0B50	1	0.6069013824965412	0.43893284954222317	The Katinas
AR1J7881187B9959D8	1	0.6623740258876866	0.3888819542043598	First Blood
AR1JD6E1187FB5696C	3	0.6018919753027975	0.38065635952956267	James Last
AR1JEKW1187B9ADFBE	1	0.5939417135678677	0.4540754465450576	Dead Hearts
AR1JGQT1187FB56878	6	0.4668979601451768	0.3201654160463429	Jo-El Sonnier
AR1K7TQ11C8A414EC8	1	0.6830660991668915	0.4459694344397172	The Knux
AR1KMPF1187B99AA98	5	0.5575710592101126	0.306947608643182	Lara
AR1LG7D1187B99BAFF	1	0.6746337342772888	0.4211201115246508	Weedeater
AR1LKDU1187B991E0B	1	0.4803775960405434	0.3454468162458464	Bruce Carroll
AR1LQNB1187B9A6AE5	7	0.5228881319295446	0.30571905984485964	La Portuaria
AR1M7ZD1187B9B0D55	1	0.4130268847551261	0.2782635398371414	Winston McAnuff_ The Bazbaz Orchestra
AR1N3PB1187B9B25C1	1	0.6496778907837221	0.5273681628152759	Andres Calamaro
AR1N6N61187FB4E25E	8	0.5400377489797789	0.36005330653898404	Mongo Santamaria
AR1NJEP1187FB4F4C1	1	0.5932406439494342	0.4642775002458007	22-20s
AR1NRA91187FB404C3	2	0.6122448168093569	0.3168532595153304	Jazzy B
AR1NT3H1187B99F67B	1	0.5058461446114895	0.36659271330887144	Skrape
AR1OBRC1187FB59AD4	8	0.8421933500213756	0.5504228248591988	Behemoth
AR1PCLK1187FB5BBFF	7	0.6987704777958721	0.39945172400502926	Angelo Badalamenti
AR1PNWN1187FB4A404	1	0.5975318646122364	0.0	El Gran Combo De Puerto Rico
AR1PQYO1187B98BEC9	7	0.3512692911825123	0.0	Hélio Ziskind
AR1PRQ21187FB3B481	3	0.6111809474469422	0.3990337695919729	Generation X
AR1PXQC1187B99E17A	1	0.3026739249283979	0.27105134630163374	Aurlus Mabélé
AR1Q25M1187B9B0D73	2	0.7456251877421854	0.5130656545045009	De La Soul / MF Doom
AR1QXAQ1187FB47FAC	2	0.5425125283523173	0.40378423495862525	Sticky Fingaz
AR1RHCO1187B9AF0BF	5	0.5781036297198625	0.4148926124367487	Vince Guaraldi Trio
AR1RKB91187B9A56CB	1	0.47715129328680733	0.33408082423590113	Lambda
AR1RMYB1187FB5A59E	3	0.8992795990782162	0.5794419378857449	Incubus
AR1RNCJ1187FB3D227	1	0.6478020298537229	0.46326401921666643	Fastball
AR1RZ1E1187FB5A62E	1	0.4578713261283557	0.299994748415156	Mick Clarke
AR1S5O61187B9898AC	2	0.48656264320237363	0.3336632036045475	Chris Eaton
AR1SFKQ1187B98AF13	2	0.49191077140417266	0.38347032753511867	Lauren Wood
AR1SQSG1187B9AC782	4	0.7005700650188338	0.4875956476957864	Kent
AR1SYBE1187B992798	1	0.5806002040207546	0.43604479225118165	Kira
AR1U3BY1187B9B136F	1	0.5644969719384171	0.36338641535022187	God Lives Underwater
AR1USMR1187B9B6CD1	2	0.5965936234905801	0.3700367944235147	Tullycraft
AR1VB2W1187B9901C5	1	0.5099846245869376	0.32270493201548944	Rod Piazza & The Mighty Flyers
AR1VCLT1187FB4C8AC	6	0.592494980055643	0.35062894689721674	Tum Tum [DJ Drop Mix]
AR1VWD91187FB4CE99	1	0.40737228057002517	0.4824868021390311	The Animals_ Sonny Boy Williamson
AR1W3MA1187B99E6D8	5	0.49089798839115084	0.3653021909738527	Danny Wright
AR1WC0X1187B991056	3	0.6281213400288287	0.4189468712511175	Jefferson Starship
AR1WDRJ1187B9BA4B8	1	0.5033546141595812	0.30150587751163294	"Buzzov¬""en"
AR1WLWQ1187B989B85	1	0.494911483413335	0.3071887090406312	Dealership
AR1WU211187FB57E2B	2	0.6098143603684099	0.4097626309536773	Terry Riley
AR1X2H01187B98CCF2	5	0.5024531765214763	0.3915853290262099	Maurice Chevalier
AR1XA631187FB57662	1	0.780815618518309	0.5726646896353408	Ruben Cossani
AR1XE381187FB4C685	4	0.5889385097500909	0.3779615323167277	Kane
AR1XR3N1187FB372C5	1	0.058400937234881795	0.0	Koordinate Of Wonders
AR1XUYS1187B9A44D7	1	0.553176509219074	0.38080932626042235	Natalie MacMaster
AR1XVTM1187B996D57	2	0.5358226097777689	0.3458002284002047	I Nuovi Angeli
AR1XZ0N1187B9941D5	1	0.3803411536117872	0.0	Noah Lewis
AR1Y0N71187FB43209	2	0.5006567279454353	0.0	Anat Ben David
AR1Y2PT1187FB5B9CE	5	0.5605579839038146	0.45278947675222264	John Wesley
AR1Y37Q1187B9B66D2	3	0.7102691666979191	0.39490889693257647	Suicide
AR1ZHYZ1187FB3C717	3	0.3632805711099885	0.30667609347902947	Faiz Ali Faiz
AR1ZKBE1187FB53629	7	0.7415181300427279	0.5204121100542216	Kraftwerk
AR1ZNJO1187B993E46	1	0.4941316521876462	0.363566183221429	Cadet
AR1ZYLH1187B98C159	7	0.6797481414439356	0.45859540287695577	Naughty By Nature;Naughty By Nature featuring Zhane
AR1ZZOW1187B99BA84	2	0.6455339964734248	0.4484074421231136	Bumblefoot
AR202MX1187B9B0383	6	0.6117882539472937	0.33672684140890796	Tanto Metro & Devonte
AR20BO61187B9B880E	2	0.5927973462665315	0.4536297180686329	Patton Oswalt
AR20CFC1187B98A25D	3	0.7599125263343521	0.6732072749561442	Ray Charles
AR211WC1187FB52425	1	0.46977960026764576	0.3458666651020481	Time Zone
AR219DK1187FB4CEFC	3	0.7906959390804409	0.5081770851783957	ATB
AR21EJD1187FB3B9A9	1	0.5645840427748063	0.4094136195655076	Beto y sus Canarios
AR21JFF1187B9A5CBA	1	0.3214484330811326	0.0	Six Brown Brothers
AR21JV01187B999138	5	0.1842501468246894	0.0	Bill Murk
AR21K7Q1187FB3D248	1	0.4801615982244649	0.1607405449451007	12 Gauge
AR21YNH1187FB49649	6	0.5896946052467457	0.38386370432771433	Ms. Dynamite / Bounty Killer
AR223M11187B9ADDD6	3	0.609896793188508	0.4790459909954432	Marty Robbins
AR22KLC1187B98E812	5	0.5008761600501868	0.3792280690900896	Kaija Koo
AR22KZ51187B9A0A31	3	0.38307361176384974	0.0	Five Fingers of Funk
AR22R8A1187FB46B9E	2	0.5458034330827527	0.336141578129392	Shanadoo
AR23C041187FB4D534	3	0.8834870797750511	0.5886499588913682	50 Cent
AR23EC41187FB4805D	6	0.40982763502826935	0.2918834217879059	The American Boychoir
AR23F7J1187B9A550F	1	0.4070193134633718	0.30760066407570574	Al Dexter
AR23MLO119B8668CDA	1	0.35075530760411905	0.19742667974466002	Jaco & Mixxmaster
AR23SSG1187FB3AC75	1	0.4869217964001921	0.3700959288306926	Rainie Yang
AR243ZT1187B9A98D2	8	0.5344643522287597	0.36868937254805195	Otis Spann
AR25LGJ1187B9B2492	3	0.5196863132705067	0.38238936993589595	Sir Douglas Quintet
AR25WM21187FB461B3	5	0.5527198181144033	0.3717110940407555	Francis Lai
AR261YW1187FB374B3	3	0.6964509393416217	0.4891498166277913	Warrant
AR26X1C1187B9B0A1B	3	0.6632319848008446	0.4937110766426872	Conway Twitty
AR26XQ61187FB36CF3	2	0.5183370258223012	0.33533510832863395	Geggy Tah
AR27CRT1187B9BA011	1	0.47139149629749705	0.2588908204235284	Jordan & Baker
AR27XEH1187FB4EC83	1	0.5288658319660646	0.3989941164037762	Les Blaireaux
AR280881187B98BA28	3	0.5220082325065756	0.34709810512056916	YGGDRASIL
AR286CH1187B9B8441	1	0.5657506437256644	0.46152621705696345	James Ingram
AR28FIY1187B996C77	1	0.48617645940911497	0.2882187635231024	Dijous Paella
AR2ABYH1187B9A0C67	2	0.3460734761458812	0.24735931919995893	Bröderna Djup
AR2AGLK1187B9AAAD0	2	0.78041270983109	0.3698038280455917	Year Long Disaster
AR2B3VQ1187FB54129	1	0.7046829515331289	0.3759552443373145	Jeff Johnson
AR2B8ON1187FB58456	2	0.47307688127652164	0.0	Marcelo Radulovich
AR2BBHS1187FB4AE06	2	0.5287363533324084	0.3213669967623554	Jeff Beck Group
AR2BG0R1187FB398C3	4	0.6279174684114319	0.47391843700000164	Dax Riggs
AR2BU3O1187B98EBDA	1	0.4307870152665134	0.312047300184986	Raymond Lefèvre
AR2C9UQ1187B98E69F	1	0.3844239498735387	0.2523336558415713	Roy Roberts
AR2CM6U1187B999EB7	4	0.5536370861963962	0.3602004478694047	Basic Channel
AR2D0XK1187B98EC4A	4	0.42185316354699354	0.3239973685746361	Johnny Pearson
AR2D6TV1187B9B2FBF	1	0.5394012051318376	0.3842029390165021	FIR
AR2DKN01187FB3AA39	1	0.3004990465562955	0.11241786757300369	Wesley Tuttle
AR2EBRG1187B9B07C8	2	0.6354834550741343	0.4284419402888814	Old Man's Child
AR2EHC11187B9AD895	2	0.5043005160774398	0.379902866158718	Satan's Host
AR2EO6H1187B9A3B92	2	0.6752954694563452	0.4426967195814664	Brian Tyler
AR2F0FX1187B9A9ECE	1	0.4815999489122195	0.3501816897137235	TAKARU
AR2F37U1187B990860	1	0.2501481696499731	0.12401009728815218	Gina V. D'Orio
AR2F4501187FB3EC2E	1	0.5381047484704279	0.3705666836763819	Sounds Of Blackness
AR2FAMK1187FB4CF60	4	0.909247283466974	0.5549385224746309	AFI
AR2FJV21187B98EBE3	3	0.4882373664134809	0.36735534360917704	Legacy Five
AR2FSX31187B98E3EF	3	0.7309590855000573	0.4814269364777582	Ricky Martin
AR2G8SU1187FB4A871	2	0.49894614839875884	0.33902074672128857	James Carter
AR2G8UI1187FB3F33C	5	0.42830026735594934	0.37123757358135073	Barbara Fairchild
AR2GU4Y1187B99F35E	2	0.5531289992569581	0.42541787184543045	Pescado Rabioso
AR2H1J41187FB5C640	3	0.7668262054597053	0.5494459610037913	Danny Elfman
AR2HFII1187FB378BC	1	0.5759827021457528	0.3710266539785654	Jaydee
AR2HXXS1187B9AF3E2	5	0.592472072955975	0.42062740133562165	Jesus Jones
AR2J2WF1187FB46271	4	0.548585130198109	0.3835242473277272	Francis Dunnery
AR2JD2Z1187B998A90	1	0.49359302364056656	0.3412547692987937	Ethel Merman
AR2K2CM1187B98D4F1	2	0.5253329136601428	0.38339432219425473	Fran Perea
AR2KPDL1187B9A6BD8	1	0.42036446324587584	0.33621953256137527	Andre Popp
AR2KSTE1187FB57A36	4	0.7981586559379212	0.4753930634423814	Petra
AR2L2GV11C8A42C818	2	0.31970494188633497	0.21660646489226862	Marcel Azzola
AR2MD2P1187FB5B328	2	0.5444882011096359	0.40325046566980727	Marshall Crenshaw
AR2MEUK1187B992D1B	4	0.6061934961059625	0.4073442880394374	Jeff Scott Soto
AR2N0221187FB48FB8	1	0.4219175607353159	0.0	David Robertson
AR2NJG71187FB5203E	3	0.6741604753853119	0.4784907329726669	Roni Size
AR2NJW11187FB3F474	1	0.03692890968368594	0.15720769398960005	Rincon Morales
AR2O20V1187B989AF6	1	0.5758057152739557	0.3971703414501831	Black Tambourine
AR2O3B51187B98CD94	5	0.6377721594176248	0.5408325519524202	Cece Winans
AR2O84Q1187FB5BF74	4	0.6420304768201044	0.44522219768945687	Salt The Wound
AR2OH7O1187B99FE4E	1	0.5028669277542902	0.3117577826711486	Torcuato Mariano
AR2OPWW1187B9A5057	3	0.6167528648398227	0.37072581745115313	Schoolyard Heroes
AR2P71H1187B9B8C00	3	0.6033827679508963	0.4494236346936823	Kool Savas
AR2PNSZ1187B9AF0A4	4	0.3863837750240484	0.2563503629041404	Pardesi
AR2PT4M1187FB55B1A	5	0.5615899458566065	0.4205703072083738	Los Chichos
AR2RVGR1187B9B3219	1	0.43170703571712526	0.24122427492173157	Robin Frederick
AR2S4CA1187B99632E	5	0.601245988380812	0.4610265205475154	FFH
AR2S6UD1187B9B944F	3	0.5626147675477498	0.3584353642442652	León Gieco
AR2SGQW1187B9B9E7C	3	0.7302463186126901	0.5204895709802003	KRS-One
AR2SMD91187B9B0582	5	0.6992620557763054	0.4759412895980046	Mighty Mighty Bosstones
AR2TT8P1187B9B624D	1	0.37917349589097205	0.29149863156022204	O'2L
AR2UQQ51187B9AC816	3	0.7104456223870355	0.5406306862249688	Gipsy Kings
AR2VJMU1187B9947AF	1	0.496043251826968	0.40262779292718825	Donna Fargo
